Title	URL	Assignees	Status
Create a web frontend for Tax Connector	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/50		Product Backlog
Create metadata broker	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/20		Product Backlog
Add catalog to metadata broker	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/21		Product Backlog
Add CRUD operations for the catalog	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/22		Product Backlog
Create user database with three accounts	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/18		Product Backlog
Add CRUD operations for user database	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/19		Product Backlog
Gain understanding of Gaia-X Framework	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/3	esracosgun, skanatova, xenia1w	Product Backlog
Create JSON files for all scenarios (to exchange the data between all three roles)	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/45		Product Backlog
Establish a public key infrastucture			
Provide authentication	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/16		
Understand more about the identity hub	https://github.com/amosproj/amos2024ss02-international-dataspace-station/issues/34		
Fix Dockerfile that unable to run the CLI command			
Transfer file between 2 connectors			
Make UI designs responsive			
